accidentId,severity,eventDate,side,city,county,state,zipcode,temperature_F,windChill_F,humidity_perc,pressure_in,visibility_mi,windDirection,windSpeed_mph,precipitation_in,weatherCondition,sunriseSunset
A-372549,2,2021-07-06,L,Palm Harbor,Pinellas,FL,34684-3117,82,82,74,30,10,E,14,0,Light Rain,Day
A-190149,2,2017-05-16,R,Miami,Miami-Dade,FL,33127,81,,74,29.99,10,NE,6.9,,Scattered Clouds,Day
A-400627,2,2021-04-26,R,Los Angeles,Los Angeles,CA,90031,64,64,50,29.69,10,W,7,0,Partly Cloudy,Day
A-160774,2,2017-03-27,R,Charlotte,Mecklenburg,NC,28203-5006,73.9,,57,30.06,10,SW,5.8,,Mostly Cloudy,Day
A-366165,2,2021-11-05,R,Lorton,Fairfax County,VA,22079-3433,45,40,54,30.33,10,NW,8,0,Fair,Day
A-756578,2,2021-10-15,R,Miami,Miami-Dade,FL,33162-1905,80,80,69,29.92,10,NE,8,0,Fair,Night
A-394027,2,2021-11-12,R,Moorpark,Ventura,CA,93021,76,76,32,29.94,10,VAR,3,0,Fair,Night
A-412872,2,2021-10-27,R,Nashville,Davidson,TN,37210,67,67,33,29.24,10,VAR,6,0,Fair,Day
A-523991,2,2021-08-19,R,Baton Rouge,East Baton Rouge,LA,70808-4380,86,86,67,29.94,10,SE,15,0,Thunder in the Vicinity,Day
A-523350,2,2021-07-28,R,Columbia,Richland,SC,29206,76,76,91,29.83,10,CALM,0,0,Partly Cloudy,Night
A-76739,3,2016-08-31,R,Miami,Miami-Dade,FL,33178,84.9,,82,29.94,10,SSE,13.8,,Overcast,Day
A-20026,3,2016-11-18,R,North Richland Hills,Tarrant,TX,76180,,,,,,,,,,Night
A-747911,2,2021-06-11,R,Saint Louis,St. Louis County,MO,63121,90,,52,29.2,10,,,0,Fair,Day
A-1019899,2,2021-12-17,L,Anoka,Anoka,MN,55303,19,11,68,29.28,10,NE,6,0,Cloudy,Night
A-61771,2,2016-09-27,R,Ann Arbor,Washtenaw,MI,48103,45,42.6,82,29.81,10,South,4.6,,Clear,Day
A-24156,2,2016-10-19,L,Saint Paul,Ramsey,MN,55116,52,,61,30.19,10,WNW,11.5,,Scattered Clouds,Day
A-997067,2,2021-06-21,R,Old Westbury,Nassau,NY,11568,70,70,93,29.68,0.75,S,8,0,Fog,Day
A-100918,2,2016-06-02,R,Liverpool,Onondaga,NY,13088,71.1,,73,29.97,10,South,12.7,0,Overcast,Day
A-2588,2,2016-04-26,R,Santa Rosa,Sonoma,CA,95407-8081,69.1,,44,29.99,10,SSE,8.1,,Scattered Clouds,Day
A-20576,2,2016-11-25,R,Houston,Harris,TX,77092,69.8,,64,30.24,10,Calm,,,Mostly Cloudy,Night
A-946146,2,2021-12-12,L,Orange Park,Clay,FL,32073,64,64,75,30.19,10,NE,9,0,Cloudy,Day
A-210130,2,2017-06-06,R,Nephi,Juab,UT,84648,60.1,,55,29.92,10,Calm,,,Clear,Night
A-127937,2,2016-08-26,R,Pomona,Los Angeles,CA,91767,62.6,,82,,10,SW,4.6,,Clear,Night
A-545960,2,2021-09-14,R,Gainesville,Alachua,FL,32607-1599,79,79,,29.91,10,CALM,0,0,Fair,Day
A-440876,2,2021-08-06,R,Corona,Riverside,CA,92883,86,86,49,29.29,10,WNW,16,0,Fair,Day
A-1000873,2,2021-12-30,R,Orlando,Orange,FL,32839,81,81,62,29.92,10,SW,8,0,Fair,Day
A-418225,2,2021-07-08,R,Miami,Miami-Dade,FL,33182,78,78,79,30.12,10,CALM,0,0,Mostly Cloudy,Night
A-799355,2,2021-12-09,L,Philipsburg,Clearfield,PA,16866-8264,28,28,85,28.54,10,SSW,3,0,Fair,Day
A-77695,4,2016-09-03,R,Franklinton,Franklin,NC,27525-9699,64.4,,94,29.92,10,NNW,10.4,,Overcast,Day
A-877544,2,2021-10-28,L,Kila,Flathead,MT,59920-8510,47,43,90,26.87,10,SW,8,0,Cloudy,Night
A-814804,2,2021-12-02,R,Rio Vista,Sacramento,CA,94571,66,66,68,29.98,10,CALM,0,0,Fair,Day
A-1046868,2,2021-11-24,L,Los Angeles,Los Angeles,CA,90044-5746,71,71,39,29.98,10,VAR,3,0,Fair,Day
A-586067,2,2021-11-23,L,Dover,Hillsborough,FL,33527-5467,63,63,48,29.84,10,NNE,12,0,Fair,Day
A-863611,2,2021-10-16,R,Plano,Collin,TX,75074,68,68,24,29.59,13,N,9,0,Fair,Day
A-807626,2,2021-10-11,R,Bois D Arc,Lawrence,MO,65612,69,69,87,28.14,10,SSE,32,0,Light Rain / Windy,Night
A-913629,2,2021-11-10,L,San Diego,San Diego,CA,92109-4433,68,68,65,30.03,10,WNW,13,0,Fair,Day
A-291207,2,2021-10-24,R,Orlando,Orange,FL,32839,83,83,77,29.87,10,ENE,13,0,Fair,Day
A-161945,2,2017-03-31,R,Hattiesburg,Forrest,MS,39401,54,,97,29.84,3,Calm,,,Mostly Cloudy,Night
A-982247,2,2021-12-23,R,Hayward,Alameda,CA,94545,59,59,81,29.68,10,S,7,0,Cloudy,Day
A-86585,4,2016-07-16,L,Battle Creek,Calhoun,MI,49015-3032,61,,81,30.14,10,Calm,,,Clear,Night
A-1047870,2,2021-12-18,L,Houston,Harris,TX,77023-5601,75,75,82,29.85,2,SSW,10,0.07,Heavy T-Storm,Day
A-1028785,2,2021-10-11,R,Indianapolis,Marion,IN,46226,64,64,100,28.97,10,SSE,8,,Fair,Night
A-593697,2,2021-08-05,R,Summit,Union,NJ,7901,79,79,,29.89,10,ENE,6,0,Cloudy,Day
A-651430,2,2021-08-11,R,Citrus Springs,Citrus,FL,34434-6202,88,88,66,30.16,,WNW,7,0,Thunder in the Vicinity,Day
A-185660,2,2017-04-29,R,Escondido,San Diego,CA,92026,57.9,,72,29.83,10,ESE,3.5,,Clear,Night
A-392329,2,2021-11-22,R,Fountain Valley,Orange,CA,92708,68,68,14,30,10,CALM,0,0,Fair,Night
A-141283,3,2017-02-11,R,Hillside,Cook,IL,60162,39.9,34.5,77,29.78,10,WSW,8.1,,Overcast,Night
A-727123,2,2021-09-01,R,Dana Point,Orange,CA,92629,72,72,66,29.79,10,SW,3,0,Mostly Cloudy,Day
A-295634,2,2021-12-15,R,Vale,Malheur,OR,97918,35,30,70,27.64,10,ESE,6,0,Cloudy,Night
A-723259,2,2021-12-08,R,Silver Creek,Chautauqua,NY,14136,28,18,92,29.22,4,SSW,12,0.05,Light Snow,Night
A-40318,3,2016-12-28,L,Chicago,Cook,IL,60622,36,29,70,29.81,10,WSW,9.2,,Partly Cloudy,Night
A-913860,2,2021-12-23,L,Raleigh,Wake,NC,27612-7146,45,45,37,29.84,10,CALM,0,0,Fair,Day
A-612601,2,2021-09-12,R,Marina Del Rey,Los Angeles,CA,90292-5416,72,72,68,29.82,10,SW,5,0,Fair,Day
A-583520,2,2021-09-12,R,Charlotte,Mecklenburg,NC,28208-5244,86,86,40,29.43,10,VAR,3,0,Fair,Day
A-992159,2,2021-11-27,R,Fort Myers,Lee,FL,33966,64,64,65,30.06,10,WNW,3,0,Fair,Night
A-315349,2,2021-12-28,R,Newmanstown,Lebanon,PA,17073,41,41,89,29.47,7,CALM,0,0,Cloudy,Night
A-349935,2,2021-07-09,R,Dallas,Dallas,TX,75204-3700,81,81,72,29.52,10,S,13,0,Mostly Cloudy,Day
A-599180,2,2021-12-12,R,Ronks,Lancaster,PA,17572-9520,44,36,47,29.48,10,WNW,21,0,Cloudy / Windy,Night
A-328755,2,2021-07-23,R,Santa Ana,Orange,CA,92705,71,71,75,29.97,7,SW,5,0,Cloudy,Day
A-1047707,2,2021-10-16,R,Charlotte,Mecklenburg,NC,28273-3324,64,64,41,29.17,10,NNW,13,0,Fair,Night
A-855179,2,2021-08-12,R,Grove City,Mercer,PA,16127,72,72,91,28.92,9,VAR,6,0,Cloudy,Night
A-346969,2,2021-10-25,L,Hyattsville,Prince George's,MD,20783-4138,66,66,93,29.69,10,CALM,0,0,Cloudy,Day
A-727676,2,2021-05-01,R,North Bergen,Hudson,NJ,7047,44,38,51,29.77,10,NW,13,0,Fair,Day
A-745061,2,2021-05-28,R,Malvern,Chester,PA,19355,48,44,100,29.13,3,NNE,9,0,Rain,Night
A-131275,2,2016-06-24,R,Hollister,San Benito,CA,95023-9551,84.2,,35,30.03,10,WSW,9.2,,Clear,Day
A-602926,2,2021-08-13,R,Williamsburg,James City,VA,23185,91,91,59,30.07,10,SSW,7,0,,Day
A-299365,2,2021-10-19,R,North Hills,Los Angeles,CA,91343,70,70,38,29.11,10,VAR,6,0,Fair,Day
A-554062,2,2021-06-15,R,Pompano Beach,Broward,FL,33076,74,74,97,30.02,10,SW,5,0.1,Fair,Day
A-738182,2,2021-05-01,L,Jacksonville,Duval,FL,32204-1406,71,71,90,30.01,10,NE,6,0,Fair,Night
A-199907,2,2017-06-19,R,Kansas City,Jackson,MO,64131,69.1,,70,29.98,10,SW,4.6,,Clear,Day
A-747396,2,2021-08-24,L,Lake Zurich,Lake,IL,60047-2353,77,77,84,29.25,10,N,18,0,Light Rain with Thunder,Day
A-696003,2,2021-08-16,R,Heath Springs,Lancaster,SC,29058-9363,75,75,89,29.58,1,S,17,0.16,Heavy T-Storm,Day
A-518992,2,2021-09-22,R,Duarte,Los Angeles,CA,91010,83,83,44,29.96,10,VAR,3,0,Fair,Day
A-198531,3,2017-05-31,R,Acton,Los Angeles,CA,93510,71.1,,39,29.78,10,SW,5.8,,Clear,Night
A-865997,2,2021-12-20,L,Little River,Horry,SC,29566-8145,47,42,59,30.2,10,N,10,0,Fair,Day
A-641012,2,2021-12-10,L,Spartanburg,Spartanburg,SC,29301-2633,48,48,93,29.28,4,CALM,0,0,Cloudy,Day
A-634322,2,2021-12-30,R,Bristol,Bristol,VA,24201,56,56,95,27.72,10,SSW,3,0,Cloudy,Night
A-678064,2,2021-12-20,R,Orlando,Orange,FL,32803-4038,67,67,90,29.91,3,N,10,0.01,Light Rain,Night
A-865388,2,2021-12-17,R,Tucson,Pima,AZ,85705-3222,53,53,48,27.21,10,NW,3,0,Fair,Day
A-121710,2,2016-10-05,R,Whittier,Los Angeles,CA,90606,73.4,,44,29.94,10,Calm,,,Scattered Clouds,Day
A-949812,2,2021-10-22,R,Hialeah,Miami-Dade,FL,33016,79,79,84,29.96,10,SE,6,0,Partly Cloudy,Day
A-242149,2,2021-08-07,R,Pompano Beach,Broward,FL,33060,86,86,65,30.06,10,SE,6,0,Cloudy,Night
A-525461,2,2021-07-25,L,Tucson,Pima,AZ,85716-3242,69,69,87,27.32,10,CALM,0,0,Light Rain Shower,Night
A-738342,2,2021-10-26,R,Columbia,Richland,SC,29210,71,71,47,29.5,10,NW,9,0,Fair,Day
A-981381,2,2021-11-07,R,Glendora,Los Angeles,CA,91740,57,57,82,28.91,1,WSW,6,,Partly Cloudy,Night
A-997400,2,2021-05-30,R,Rodeo,Contra Costa,CA,94572,54,54,80,29.84,10,S,21,0,Fair / Windy,Night
A-229578,2,2021-06-08,R,Warfordsburg,Fulton,PA,17267,80,80,69,29.36,10,WSW,5,0,Mostly Cloudy,Day
A-560988,2,2021-04-14,R,Stockton,San Joaquin,CA,95215,57,57,51,29.92,10,NW,7,0,Fair,Night
A-1032625,2,2021-09-09,R,Hazel Crest,Cook,IL,60429,73,73,48,29.36,10,NNW,5,0,Fair,Day
A-66640,2,2016-10-14,R,Quincy,Norfolk,MA,2169,54,,37,30.33,,NW,5.8,,,Day
A-806304,2,2021-09-01,R,Corona,Riverside,CA,92879,77,77,60,29.28,10,W,13,0,Fair,Day
A-222526,2,2017-07-10,R,Alhambra,Los Angeles,CA,91803,75,,73,29.88,9,Calm,,,Clear,Day
A-664526,2,2021-04-03,R,Irvine,Orange,CA,92618,56,56,84,30.02,8,VAR,3,0,Cloudy,Night
A-716387,2,2021-11-07,R,Ashland,Hanover,VA,23005,51,51,52,29.9,10,CALM,0,0,Fair,Night
A-615399,2,2021-08-05,R,Saint Paul,Washington,MN,55129,73,73,85,29.01,10,NE,5,0,Thunder in the Vicinity,Night
A-269568,2,2021-11-12,L,Stockton,San Joaquin,CA,95215-5820,50,50,100,30.16,0,VAR,3,0,Fog,Night
A-874221,2,2021-12-17,R,Charlotte,Mecklenburg,NC,28212-3684,70,70,61,29.38,10,SSW,9,0,Mostly Cloudy,Day
A-706378,2,2021-08-03,R,Dallas,Dallas,TX,75201,86,,51,29.51,9,,,0,Fair,Day
A-320685,2,2021-11-28,R,Enfield,Halifax,NC,27823,52,52,54,29.8,10,WSW,7,0,Fair,Day
A-841790,2,2021-11-13,R,Ontario,San Bernardino,CA,91761,89,89,11,29.01,10,VAR,3,0,Fair,Day
A-14451,4,2016-12-27,R,Denver,Adams,CO,80229,30.2,26.7,44,30.09,30,Variable,3.5,,Clear,Day
A-666590,2,2021-09-17,R,Ridgeland,Jasper,SC,29936-6733,74,74,91,30.02,,N,3,0,Mostly Cloudy,Night
A-328849,2,2021-07-08,R,Indianapolis,Marion,IN,46250,70,70,100,29,10,NNE,7,,Cloudy,Day
A-803396,2,2021-11-16,R,Latham,Albany,NY,12110,42,36,65,29.76,10,W,10,0,Cloudy,Day
A-637587,2,2021-09-03,R,Secaucus,Hudson,NJ,7094,70,70,57,30.01,10,NW,8,0,Fair,Night
A-88631,2,2016-07-25,R,Milton,Norfolk,MA,2186,90,,46,29.93,,West,13.8,,,Day
A-112431,2,2016-10-20,R,Napa,Napa,CA,94558,82,,30,30.03,10,SW,9.2,,Clear,Day
A-353615,2,2021-06-24,R,San Diego,San Diego,CA,92117,72,72,61,29.53,10,WNW,10,0,Fair,Day
A-911540,2,2021-06-02,R,Carson,Los Angeles,CA,90746,59,59,90,29.84,6,CALM,0,0,Cloudy,Day
A-791944,2,2021-12-07,R,Elk River,Sherburne,MN,55330,14,14,86,28.94,5,ENE,3,0,Light Snow,Day
A-968794,2,2021-10-13,L,Miami,Miami-Dade,FL,33174-1630,87,87,63,29.95,10,ENE,9,0,Mostly Cloudy,Day
A-887442,2,2021-08-19,L,Los Angeles,Los Angeles,CA,90022-4033,77,77,54,29.69,10,W,3,0,Fair,Day
A-127691,2,2016-08-24,R,Paramount,Los Angeles,CA,90723,82,,47,29.94,10,WNW,10.4,,Clear,Day
A-432896,2,2021-12-07,R,Lancaster,Erie,NY,14086,30,21,54,29.35,10,W,10,0,Light Snow,Day
A-273300,2,2021-11-08,R,Chino,San Bernardino,CA,91710,59,59,72,29.37,10,W,5,0,Fair,Night
A-149590,2,2017-02-16,R,Independence,Cuyahoga,OH,44131,27,15.2,66,29.87,9,WNW,15,0,Light Snow,Night
A-139890,2,2017-02-07,L,Lakeland,Polk,FL,33809-5323,82.4,,51,29.96,10,SW,12.7,,Scattered Clouds,Day
A-243550,2,2021-06-24,R,Lancaster,Lancaster,PA,17603,77,77,34,29.93,10,S,9,0,Fair,Day
A-962358,2,2021-12-23,L,North Miami,Miami-Dade,FL,33161-5414,73,73,31,30.1,10,NNW,8,0,Fair,Day
A-1006101,2,2021-03-26,R,Sandston,Henrico,VA,23150,69,69,81,29.74,10,S,17,0,Mostly Cloudy,Night
A-205600,4,2017-06-19,R,Burlington,Hartford,CT,06013-2609,79,,79,29.79,10,South,15,,Mostly Cloudy,Day
A-919495,2,2021-07-20,R,Gwynn Oak,Baltimore County,MD,21207,,,,,,,,,,Day
A-719508,2,2021-06-20,R,Bishopville,Worcester,MD,21813,84,84,69,29.84,10,S,8,0,Fair,Day
A-129264,2,2016-09-05,R,Lynwood,Los Angeles,CA,90262-4623,73.9,,57,29.81,10,SSW,10.4,,Scattered Clouds,Day
A-330934,2,2021-05-22,R,South San Francisco,San Mateo,CA,94080-7018,67,67,47,30.05,10,NW,17,0,Fair,Day
A-871684,2,2021-10-27,R,Richmond,Contra Costa,CA,94804,52,52,93,30.26,10,SE,5,0,Fair,Night
A-38669,2,2016-12-21,R,Charleston,Kanawha,WV,25314,46,,37,30.23,10,Calm,,,Mostly Cloudy,Day
A-673429,2,2021-06-15,L,Los Angeles,Los Angeles,CA,90034-6503,73,73,64,29.58,10,CALM,0,0,Fair,Day
A-442804,2,2021-03-28,R,Castroville,Monterey,CA,95012,76,76,29,30.13,10,VAR,6,0,Fair,Day
A-913152,2,2021-04-11,R,Miami,Miami-Dade,FL,33147-7013,71,71,73,29.9,10,E,7,0,Fair,Night
A-769557,2,2021-11-12,R,Virginia Beach,Virginia Beach,VA,23462,68,68,81,29.96,10,SW,12,0,Mostly Cloudy,Day
A-371444,2,2021-09-27,R,Little Rock,Pulaski,AR,72212,88,88,34,29.6,10,CALM,0,0,Fair,Day
A-867908,2,2021-10-27,R,Lakeland,Polk,FL,33813-1540,81,81,51,29.62,10,W,7,0,Fair,Day
A-431302,2,2021-10-16,L,Homestead,Miami-Dade,FL,33033,88,88,50,29.91,10,WNW,8,0,Partly Cloudy,Day
A-508079,2,2021-08-27,R,San Diego,San Diego,CA,92101,69,69,84,29.76,5,NNW,5,0,Mostly Cloudy,Day
A-449443,2,2021-11-03,R,Palo Cedro,Shasta,CA,96073-9730,48,48,93,29.63,10,CALM,0,0,Fair,Night
A-491619,2,2021-11-08,R,Torrance,Los Angeles,CA,90502-1656,57,57,77,29.99,10,CALM,0,,Fair,Night
A-512752,2,2021-11-28,R,Annville,Lebanon,PA,17003,37,37,70,29.29,10,CALM,0,0,Cloudy,Day
A-489847,2,2021-10-11,R,Crescent,Klamath,OR,97733,39,32,56,26.57,10,NW,13,0,Fair,Day
A-690670,2,2021-10-12,R,Miami,Miami-Dade,FL,33155-3744,83,83,67,29.89,10,ESE,13,0,Mostly Cloudy,Day
A-863475,2,2021-11-26,L,Pine Grove,Amador,CA,95665-9709,50,50,66,27.45,10,E,5,0,Fair,Night
A-440106,2,2021-05-05,L,Dayton,Montgomery,OH,45406-1604,58,58,44,28.98,10,NNW,12,0,Mostly Cloudy,Day
A-825274,2,2021-12-23,L,Raleigh,Wake,NC,27612-4502,45,45,37,29.84,10,CALM,0,0,Fair,Day
A-868214,2,2021-08-03,L,Aitkin,Aitkin,MN,56431,84,84,35,28.74,7,CALM,0,0,Fair,Day
A-100681,2,2016-05-31,R,Ephrata,Lancaster,PA,17522-8434,78.1,,58,29.99,10,NE,8.1,,Clear,Day
A-655040,2,2021-08-23,R,Kissimmee,Osceola,FL,34744,91,91,59,29.91,10,S,7,0,Fair,Day
A-83172,3,2016-07-01,R,Warwick,Kent,RI,2886,80.1,,62,30.02,10,SSE,13.8,,Mostly Cloudy,Day
A-369603,4,2021-10-16,R,Clarksburg,Montgomery,MD,20871,64,64,93,29.23,10,CALM,0,0,Fair,Night
A-763090,2,2021-12-10,L,Miami,Miami-Dade,FL,33143,79,79,72,30.08,10,ESE,10,0,Fair,Day
A-753897,2,2021-09-24,R,Chesapeake,Chesapeake,VA,23320,73,73,44,30.04,7,N,10,0,Fair,Day
A-551022,2,2021-08-31,R,Canby,Modoc,CA,96015,70,70,14,25.43,10,W,6,0,Fair,Night
A-663066,2,2021-07-12,L,Houston,Harris,TX,77027-3902,79,79,79,30.05,10,ENE,14,0,Cloudy,Day
A-240228,2,2021-03-05,R,New London,Kandiyohi,MN,56273-9612,37,34,75,29.09,10,ESE,5,0,Fair,Day
A-308596,2,2021-12-25,L,Flagstaff,Coconino,AZ,86004,35,26,89,23.07,10,SW,15,0,Cloudy,Night
A-215875,3,2017-07-24,R,Liberty,Clay,MO,64068,73.4,,83,30.01,10,Calm,,,Clear,Night
A-281717,2,2021-12-01,R,Hobson,Judith Basin,MT,59452,59,59,41,25.58,10,WSW,37,0,Fair / Windy,Day
A-589930,2,2021-03-26,L,Marbury,Autauga,AL,36051,67,67,88,29.9,10,ENE,3,0,Cloudy,Night
A-198515,2,2017-05-30,R,Burlingame,San Mateo,CA,94010,57,,72,29.93,10,West,29.9,,Mostly Cloudy,Day
A-551117,2,2021-06-20,R,Ontario,San Bernardino,CA,91761,91,91,27,28.84,10,WSW,14,0,Fair,Day
A-122177,2,2016-10-07,R,Las Vegas,Clark,NV,89101,59,,18,30.12,10,NW,10.4,,Clear,Day
A-679423,2,2021-12-26,L,Minneapolis,Hennepin,MN,55430,27,19,63,28.99,10,E,8,0,Cloudy,Day
A-1036584,2,2021-07-23,R,Hollywood,Broward,FL,33023,89,89,63,30.13,10,ESE,10,0,Partly Cloudy,Day
A-576833,2,2021-12-04,R,Redmond,Deschutes,OR,97756,59,59,38,26.86,10,S,15,0,Fair,Day
A-704853,2,2021-10-06,R,Fort Wayne,Allen,IN,46805-1035,67,67,87,29.38,10,ENE,13,0,Cloudy,Day
A-223352,3,2017-07-15,R,Oak Harbor,Island,WA,98277-7944,64.9,,56,30.24,10,WSW,12.7,,Partly Cloudy,Day
A-218859,2,2017-07-18,R,Baltimore,Baltimore City,MD,21224,80.1,,81,30.09,,North,,,,Day
A-27724,2,2016-09-07,R,Brighton,Adams,CO,80601,52,,97,29.88,2,Calm,,,Mostly Cloudy,Day
A-647136,2,2021-12-26,R,Yoncalla,Douglas,OR,97499,33,29,96,29.15,0.75,S,5,0.01,Light Snow,Night
A-550886,2,2021-12-21,L,Orlando,Orange,FL,32819-5206,63,63,90,29.71,10,WNW,13,0,Cloudy,Night
A-380314,2,2021-07-05,L,Darlington,Darlington,SC,29532-5637,87,87,46,,10,SE,6,0,Fair,Day
A-73926,2,2016-08-22,L,Lombard,DuPage,IL,60148,69.1,,54,30.18,10,SW,4.6,,Partly Cloudy,Day
A-994634,2,2021-06-08,L,Orlando,Orange,FL,32824,89,89,50,30,10,E,16,0,Mostly Cloudy,Day
A-541604,2,2021-11-12,R,Moreno Valley,Riverside,CA,92553,59,59,42,28.48,10,NNW,5,0,Fair,Night
A-315653,2,2021-06-18,L,Paoli,Chester,PA,19301-2034,79,79,36,29.34,10,VAR,5,0,Fair,Day
A-497613,2,2021-04-24,L,New Castle,New Castle,DE,19720-2538,65,65,33,29.96,10,SSE,10,0,Fair,Day
A-769957,2,2021-09-16,R,Murfreesboro,Rutherford,TN,37129,75,75,71,29.43,10,ESE,9,0,Mostly Cloudy,Day
A-115182,2,2016-11-09,R,Ontario,San Bernardino,CA,91761,91,,12,29.94,10,SSE,8.1,,Mostly Cloudy,Day
A-374721,2,2021-09-14,R,Deltona,Volusia,FL,32725,75,75,94,29.98,10,ENE,3,0,Fair,Day
A-46296,3,2017-01-21,R,Chicago,Cook,IL,60609,52,,83,29.54,10,South,15,,Partly Cloudy,Day
A-40421,2,2016-12-29,R,Dumfries,Prince William,VA,22026,42.1,40.2,,29.8,10,SW,3.5,,Overcast,Day
A-339660,2,2021-09-10,R,Dallas,Dallas,TX,75216-5819,87,87,31,29.28,10,SSE,10,0,Fair,Day
A-373567,2,2021-03-21,R,Quinton,New Kent,VA,23141,62,62,23,30.27,10,ENE,12,0,Partly Cloudy,Day
A-756389,2,2021-07-11,R,Shreveport,Caddo,LA,71103-4365,85,85,65,29.73,10,SW,7,0,Thunder,Day
A-624933,2,2021-09-17,R,Miami,Miami-Dade,FL,33186,80,80,85,30.05,6,NW,6,0,Light Rain with Thunder,Day
A-382307,2,2021-08-20,R,Newark,Essex,NJ,7112,78,78,68,29.87,10,VAR,3,0,Mostly Cloudy,Day
A-405412,2,2021-10-14,R,Micanopy,Alachua,FL,32667-4072,85,85,59,29.79,10,CALM,0,0,Partly Cloudy,Day
A-119421,2,2016-09-23,R,Yorba Linda,Orange,CA,92887,82,,21,29.97,10,Variable,4.6,,Clear,Day
A-1021682,2,2021-04-04,L,Raleigh,Wake,NC,27610-5187,74,74,24,29.65,10,NW,8,0,Fair,Day
A-297744,2,2021-04-26,R,Miami,Miami-Dade,FL,33179,82,82,49,30,10,NE,16,0,,Day
A-937482,2,2021-09-08,R,San Antonio,Bexar,TX,78233,94,94,33,29.11,10,N,6,0,Fair,Day
A-76822,2,2016-08-31,R,Elmsford,Westchester,NY,10523,81,,60,29.87,10,South,4.6,,Mostly Cloudy,Day
A-387044,2,2021-11-08,L,Manor,Travis,TX,78653-4520,66,66,73,29.51,10,SSE,5,0,Fair,Night
A-1020132,2,2021-08-25,R,Dallas,Dallas,TX,75215,93,93,45,29.51,10,SE,5,0,Partly Cloudy,Day
A-238710,2,2021-07-01,R,Deming,Luna,NM,88030,72,72,71,25.76,10,E,8,0,Cloudy,Day
A-879743,2,2021-10-07,R,San Mateo,San Mateo,CA,94402,63,63,55,29.98,10,W,17,0,Fair,Day
A-456637,2,2021-03-31,R,Shreveport,Caddo,LA,71108-2021,60,60,35,30.11,10,N,20,0,Cloudy,Day
A-361850,2,2021-03-08,R,Jacksonville,Duval,FL,32207,61,61,39,30.5,10,ENE,7,0,Fair,Day
A-1045273,2,2021-09-26,R,Mesquite,Dallas,TX,75150,81,81,42,29.65,10,S,6,0,Fair,Day
A-565330,2,2021-08-05,L,North Charleston,Charleston,SC,29406-4659,75,75,82,30.04,10,NE,3,0,Light Rain,Day
A-804561,2,2021-12-22,L,Fergus Falls,Otter Tail,MN,56537,10,-2,92,28.55,10,SSE,8,0,Cloudy,Night
A-199317,2,2017-06-09,R,Minneapolis,Hennepin,MN,55443,70,,55,29.82,10,East,5.8,,Clear,Day
A-197634,2,2017-05-24,R,Helendale,San Bernardino,CA,92342-9737,62.6,,42,29.92,10,South,8.1,,Clear,Night
A-620113,2,2021-12-08,R,Fremont,Alameda,CA,94538,55,55,77,30,10,W,7,,Cloudy,Night
A-215024,2,2017-07-12,R,Dallas,Dallas,TX,75229,91,,50,30.01,10,South,9.2,,Partly Cloudy,Day
A-593865,2,2021-04-01,L,Ukiah,Mendocino,CA,95482,57,57,47,29.36,10,CALM,0,0,Fair,Day
A-885593,2,2021-03-09,R,Harrisburg,Dauphin,PA,17110,68,68,25,29.92,10,NW,8,0,Fair,Day
A-245064,2,2021-12-04,R,Alamo,Contra Costa,CA,94507-2456,52,52,86,30.17,8,W,8,0,Fair,Night
A-1023831,2,2021-10-27,R,North Charleston,Charleston,SC,29418-8416,62,62,41,29.86,10,N,10,0,Partly Cloudy,Day
A-916502,4,2021-08-03,L,Dolan Springs,Mohave,AZ,86441,84,84,33,26.52,10,SSE,7,0,Fair,Night
A-248401,2,2021-05-14,R,Ocala,Marion,FL,34475,78,78,52,30.05,10,NE,8,0,Partly Cloudy,Day
A-366438,2,2021-11-12,R,Baton Rouge,East Baton Rouge,LA,70816,52,52,100,30.07,1,E,7,0,Fog,Day
A-489593,2,2021-10-27,R,Montgomery,Montgomery,AL,36117,75,75,34,29.59,10,SSE,6,0,Fair,Day
A-89333,2,2016-07-27,R,Brockton,Plymouth,MA,2301,88,,35,29.94,,Variable,5.8,,,Day
A-756733,2,2021-11-07,R,Carmel,Monterey,CA,93923,61,61,54,29.94,10,NW,7,0,Fair,Day
A-230120,4,2021-09-09,R,Victorville,San Bernardino,CA,92395,90,90,33,26.97,10,E,23,0,Fair / Windy,Day
A-903027,2,2021-12-09,R,Libertyville,Lake,IL,60048,37,28,70,29.04,10,SSE,16,0,Mostly Cloudy,Day
A-703227,2,2021-11-02,L,North Chicago,Lake,IL,60064,43,37,56,29.55,10,WNW,10,0,Fair,Day
A-403688,2,2021-11-21,R,Baton Rouge,East Baton Rouge,LA,70816,64,64,96,30.13,7,E,7,0,Cloudy,Day
A-641298,2,2021-12-23,R,Jacksonville,Jackson,OR,97530-9569,41,41,82,28.26,10,CALM,0,0.01,Light Rain,Night
A-320356,2,2021-09-18,R,Hayes,Gloucester,VA,23072-2929,79,79,72,30.08,10,VAR,5,0,Mostly Cloudy,Day
A-644272,2,2021-03-23,R,Eaton Park,Polk,FL,33840-9700,,,,,,,,,,
A-713604,2,2021-10-22,R,Saint Petersburg,Pinellas,FL,33713,78,78,74,30.05,10,ESE,8,0,Fair,Night
